HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_00220,4,Q9C0J8 Q10570 Q6UN15 Q9UKF6 O95639 Q9P2I0 Q92876,WDR33 CPSF1 FIP1L1 CPSF3 CPSF4 CPSF2 KLK6
HuMAP2_00221,4,O95299 O95168 P47985 P49821 Q9NZM1 P05023 Q6JQN1,NDUFA10 NDUFB4 UQCRFS1 NDUFV1 MYOF ATP1A1 ACAD10
HuMAP2_00222,4,Q9Y6Y8 Q13049,SEC23IP TRIM32
HuMAP2_00223,2,Q6NUK4 Q9H6D8,REEP3 FNDC4
HuMAP2_00224,5,O95704 Q9BYZ6,APBB3 RHOBTB2
HuMAP2_00225,5,O15116 P62312 Q9Y253 Q9Y4Y9 Q9Y333 Q9P0M2 Q9UK45 O95777 Q9Y4Z0 P62310 Q86TB9,LSM1 LSM6 POLH LSM5 LSM2 AKAP7 LSM7 LSM8 LSM4 LSM3 PATL1
HuMAP2_00226,4,P80217 Q13287 Q7L266,IFI35 NMI ASRGL1
HuMAP2_00227,3,Q9Y5B9 O76094,SUPT16H SRP72
HuMAP2_00228,2,Q9UDY4 P25685,DNAJB4 DNAJB1
HuMAP2_00229,3,O75369 Q13813 Q09666 O15020 P11277 Q01082,FLNB SPTAN1 AHNAK SPTBN2 SPTB SPTBN1
HuMAP2_00230,4,P52597 Q9UKA9,HNRNPF PTBP2
HuMAP2_00231,2,O95467 Q9UNF1 P38405,GNAS MAGED2 GNAL
HuMAP2_00232,5,Q9GZS1 Q9NYV6 P61218 Q3B726 Q9UHW5 O15160 O95602 Q9Y2Y1 P0DPB5 O15446 Q9H9Y6 Q9P1U0,POLR1E RRN3 POLR2F TWISTNB GPN3 POLR1C POLR1A POLR3K POLR1D CD3EAP POLR1B ZNRD1
HuMAP2_00233,2,Q9HB71 Q14011,CACYBP CIRBP
HuMAP2_00234,3,Q3SYB3 Q96EW2 O60548,FOXD4L6 HSPBAP1 FOXD2
HuMAP2_00235,4,Q9UHB9 O76094 P37108 P49458 P61011 P09132 Q8WXX5,SRP68 SRP72 SRP14 SRP9 SRP54 SRP19 DNAJC9
HuMAP2_00236,3,Q9NVP1 Q9UKD2 Q9BZE4,DDX18 MRTO4 GTPBP4
HuMAP2_00237,4,P04406 O14556 Q9UK76,GAPDH GAPDHS JPT1
HuMAP2_00238,4,Q5VIR6 Q8N1B4 Q9P1Q0 Q96JG6 Q53HC9 Q9UID3 P29373,VPS53 VPS52 VPS54 VPS50 EIPR1 VPS51 CRABP2
HuMAP2_00239,3,O43439 Q9NQX0,CBFA2T2 PRDM6
HuMAP2_00240,5,A2RU67 O14678 Q7Z6J6 Q96GQ5 Q5TB30 Q15012,FAM234B ABCD4 FRMD5 C16orf58 DEPDC1 LAPTM4A
HuMAP2_00241,5,Q9H492 Q9UHK0 Q15649 Q05329,MAP1LC3A NUFIP1 ZNHIT3 GAD2
HuMAP2_00242,3,O15156 Q6NUJ5 Q7Z4N8,ZBTB7B PWWP2B P4HA3
HuMAP2_00243,4,Q5XKK7 O75648,FAM219B TRMU
HuMAP2_00244,4,Q16831 P00338 O60218 P51553 P07195 P84085 Q32P51 C9JRZ8,UPP1 LDHA AKR1B10 IDH3G LDHB ARF5 HNRNPA1L2 AKR1B15
HuMAP2_00245,2,Q96EP0 Q9BYM8,RNF31 RBCK1
HuMAP2_00246,5,Q8IZ69 P25205 Q9H444,TRMT2A MCM3 CHMP4B
HuMAP2_00247,5,Q9Y5Y0 Q29983 Q8WUM9,FLVCR1 MICA SLC20A1
HuMAP2_00248,4,Q8WUD1 P61106 P61224 Q6NXP2 P51149 P61019,RAB2B RAB14 RAP1B FAM71F2 RAB7A RAB2A
HuMAP2_00249,5,Q9HC98 Q9UQV4 Q9NX47 Q8TDX7,NEK6 LAMP3 MARCH5 NEK7
HuMAP2_00250,5,Q8NE28 Q9Y3S1 Q15723 Q96L34 P17980 Q9BUZ4,STKLD1 WNK2 ELF2 MARK4 PSMC3 TRAF4
HuMAP2_00251,4,P54760 P52799 P98172 O75056 P54753,EPHB4 EFNB2 EFNB1 SDC3 EPHB3
HuMAP2_00252,4,Q9UNT1 Q8IZ41,RABL2B RASEF
HuMAP2_00253,2,Q8WVB6 Q8TCT1,CHTF18 PHOSPHO1
HuMAP2_00254,5,Q9NQR4 Q9UBQ7 Q53H82,NIT2 GRHPR LACTB2
HuMAP2_00255,2,Q9H190 Q86V86,SDCBP2 PIM3
HuMAP2_00256,5,Q8N7R7 Q13936 Q00536 Q00537 Q8ND76,CCNYL1 CACNA1C CDK16 CDK17 CCNY
HuMAP2_00257,5, Q86XP1 Q96R06 Q05D60,LINC01587 DGKH SPAG5 DEUP1
HuMAP2_00258,4,Q9UDY6 Q96PV7 O60662 Q9UPQ4,TRIM10 FAM193B KLHL41 TRIM35
HuMAP2_00259,2,Q8NC51 P23246,SERBP1 SFPQ
HuMAP2_00260,5,Q8N5M4 Q8N1E6,TTC9C FBXL14
HuMAP2_00261,4,Q9UBR1 Q96RW7 P35573,UPB1 HMCN1 AGL
HuMAP2_00262,2,Q8WXX7 Q9HAH7 Q86SE9,AUTS2 FBRS PCGF5
HuMAP2_00263,5,Q9Y581 Q9H871 Q9UGM6 O60381 Q9C0B9 Q9UHQ7 Q00978 O43464,INSL6 RMND5A WARS2 HBP1 ZCCHC2 TCEAL9 IRF9 HTRA2
HuMAP2_00264,4,Q96L94 Q5T0L3 Q1L5Z9 P50747 Q14C86 Q9Y343,SNX22 SPATA46 LONRF2 HLCS GAPVD1 SNX24
HuMAP2_00265,2,Q14508 Q562E7,WFDC2 WDR81
HuMAP2_00266,4,P56270 A6NH21,MAZ SERINC4
HuMAP2_00267,4,Q92843 Q96KP6 Q96LC9,BCL2L2 TNIP3 BMF
HuMAP2_00268,1,P46926 Q8TDQ7,GNPDA1 GNPDA2
HuMAP2_00269,4,Q9NRW7 Q8N4P3 O14662 Q9NPJ3 Q8N0X7,VPS45 HDDC3 STX16 ACOT13 SPART
HuMAP2_00270,4,Q9Y5E2 Q8N394 Q9Y5F0 Q9Y5F2 Q9Y5F1,PCDHB7 TMTC2 PCDHB13 PCDHB11 PCDHB12
HuMAP2_00271,4,Q8N6S4 O43597 Q9BRK0 P56539 O94919,ANKRD13C SPRY2 REEP2 CAV3 ENDOD1
HuMAP2_00272,4,Q9NVM6 Q0VDF9 Q99543 O60869 Q8NBJ7 Q9BY44 Q86UK7,DNAJC17 HSPA14 DNAJC2 EDF1 SUMF2 EIF2A ZNF598
HuMAP2_00273,4,O95169 O75438 P56181 P03905 P51970 O75380 P03915,NDUFB8 NDUFB1 NDUFV3 MT-ND4 NDUFA8 NDUFS6 MT-ND5
HuMAP2_00274,5,Q9UI36 Q96NX9,DACH1 DACH2
HuMAP2_00275,2,Q9Y3B9 O75683 Q9Y221 Q15050 Q8TDN6 Q99848 O60832 O00567 Q9BRT6 Q9GZR7 Q9H7B2,RRP15 SURF6 NIP7 RRS1 BRIX1 EBNA1BP2 DKC1 NOP56 LLPH DDX24 RPF2
HuMAP2_00276,4,P36551 Q16658 P14618 Q9Y2V2,CPOX FSCN1 PKM CARHSP1
HuMAP2_00277,3,Q9HBZ2 Q14190 P81133,ARNT2 SIM2 SIM1
HuMAP2_00278,4,P27797 P30101 P05111 Q96S16,CALR PDIA3 INHA JMJD8
HuMAP2_00279,5,Q9NW61 Q6ICB4 P32019 Q8N4B1 Q01968 Q9H257,PLEKHJ1 PHETA2 INPP5B PHETA1 OCRL CARD9
HuMAP2_00280,2,Q86YB8 Q96HE7,ERO1B ERO1A
HuMAP2_00281,4,Q6UWI4 Q9H7Z7,SHISA2 PTGES2
HuMAP2_00282,4,O15165 Q8IYW5,LDLRAD4 RNF168
HuMAP2_00283,5,Q16611 Q07820 Q07812 Q9HB09 Q96PG8 Q13794,BAK1 MCL1 BAX BCL2L12 BBC3 PMAIP1
HuMAP2_00284,2,Q9BQE3 Q9BUF5,TUBA1C TUBB6
HuMAP2_00285,4,P34896 P42785 P04181,SHMT1 PRCP OAT
HuMAP2_00286,4,Q00013 P35749 P57060,MPP1 MYH11 RWDD2B
HuMAP2_00287,5,Q9Y394 Q9Y6I9 Q9Y4P3 Q13370 Q16850 Q9BSJ8 Q4KMQ2 Q9HCU5,DHRS7 TEX264 TBL2 PDE3B CYP51A1 ESYT1 ANO6 PREB
HuMAP2_00288,2,Q9UL18 Q9UKV8 Q9H9G7,AGO1 AGO2 AGO3
HuMAP2_00289,5,O95190 Q96A70,OAZ2 AZIN2
HuMAP2_00290,2,Q96C28 Q8N2E6,ZNF707 TOR2A
HuMAP2_00291,2,Q8IXI1 P0CG48,RHOT2 UBC
HuMAP2_00292,4,Q9BPU6 Q9BVM4 Q12860 O00762 Q14195 Q16555 Q9H2H8 Q13867 Q01581 Q14194 O14531,DPYSL5 GGACT CNTN1 UBE2C DPYSL3 DPYSL2 PPIL3 BLMH HMGCS1 CRMP1 DPYSL4
HuMAP2_00293,4,Q9H2A9 Q8NCR0,CHST8 B3GALNT2
HuMAP2_00294,5,Q9C086 Q9Y230 Q53TQ3 Q9Y5K5 Q9ULG1 Q6PI98 P0C1Z6 Q6P4R8 Q6ICG8 Q9BVM2 Q9H9F9 Q9H981 P25490 Q8NBZ0,INO80B RUVBL2 INO80D UCHL5 INO80 INO80C TFPT NFRKB WBP2NL DPCD ACTR5 ACTR8 YY1 INO80E
HuMAP2_00295,4,Q96IJ6 Q9H4A6,GMPPA GOLPH3
HuMAP2_00296,4,Q9ULW2 O60447,FZD10 EVI5
HuMAP2_00297,4,Q96K19 O75477 O94905 Q9NWM8 Q7Z5B4,RNF170 ERLIN1 ERLIN2 FKBP14 RIC3
HuMAP2_00298,4,Q96HR9 P31785,REEP6 IL2RG
HuMAP2_00299,5,P50616 Q9UIV1 Q92600 O15063 P60321 Q96LI5 Q9H9A5 Q9BXU3 Q9NZN8 O75175 Q9UKZ1 Q14106 A5YKK6 Q14201 Q9UFF9 P09237 Q9HC44 Q9ULM6 Q9C0C2 Q9UPR3 Q8N443 Q5W0B1,TOB1 CNOT7 CNOT9 KIAA0355 NANOS2 CNOT6L CNOT10 TEX13A CNOT2 CNOT3 CNOT11 TOB2 CNOT1 BTG3 CNOT8 MMP7 GPBP1L1 CNOT6 TNKS1BP1 SMG5 RIBC1 OBI1
HuMAP2_00300,2,Q5JTH9 Q92522 O76021,RRP12 H1FX RSL1D1
HuMAP2_00301,4,Q8WVM7 Q9UQE7 Q9NTI5 Q8N3U4 O75531 O60216 Q29RF7 Q14683 Q96FF9 Q8NDV3,STAG1 SMC3 PDS5B STAG2 BANF1 RAD21 PDS5A SMC1A CDCA5 SMC1B
HuMAP2_00302,4,Q9Y6Q1 Q8WXH0,CAPN6 SYNE2
HuMAP2_00303,2,Q16875 O60825 Q16877,PFKFB3 PFKFB2 PFKFB4
HuMAP2_00304,2,P61011 P09132,SRP54 SRP19
HuMAP2_00305,3,Q02252 P05091 P23368 P12955,ALDH6A1 ALDH2 ME2 PEPD
HuMAP2_00306,5,Q9BQ95 P03905 O43674 O95298 O43736 Q5T2R2 Q9Y375 Q8WUH6 Q9H845 Q8IUX1 Q9GZY4 Q9NPL8,ECSIT MT-ND4 NDUFB5 NDUFC2 ITM2A PDSS1 NDUFAF1 TMEM263 ACAD9 TMEM126B COA1 TIMMDC1
HuMAP2_00307,4,Q9BQP7 Q8WX93 O14732 Q9HAV7 Q9H8W5,MGME1 PALLD IMPA2 GRPEL1 TRIM45
HuMAP2_00308,5,Q7Z3J3 O60496,RGPD4 DOK2
HuMAP2_00309,1,Q9NPI6 Q96F86,DCP1A EDC3
HuMAP2_00310,5,Q96T37 Q69YN4 Q8NDT2 Q9HCE5 Q75N03 Q8N7E2 Q5T200 Q15007 Q86U44,RBM15 VIRMA RBM15B METTL14 CBLL1 CBLL2 ZC3H13 WTAP METTL3
HuMAP2_00311,5,Q53H80 P49720 Q9H9L7 Q9P0P0,AKIRIN2 PSMB3 AKIRIN1 RNF181
HuMAP2_00312,4,Q9HC97 O15305 Q01524 Q6S8J3 Q92871,GPR35 PMM2 DEFA6 POTEE PMM1
HuMAP2_00313,4,O15381 Q5TCY1,NVL TTBK1
HuMAP2_00314,2,Q8IYS8 Q96IK1,BOD1L2 BOD1
HuMAP2_00315,5,P18887 Q14527 Q7Z2E3 Q92934 P20585 P06746 P0C0S8 Q9UGN5 Q8IW19 P49916 Q96T60 Q86WJ1 Q9NTX7,XRCC1 HLTF APTX BAD MSH3 POLB H2AC11 PARP2 APLF LIG3 PNKP CHD1L RNF146
HuMAP2_00316,4,Q96AY4 O15460,TTC28 P4HA2
HuMAP2_00317,5,Q9BVM4 Q9NQC7 Q9NYA1 O00762 P16152 Q7Z4W1 Q9H2H8,GGACT CYLD SPHK1 UBE2C CBR1 DCXR PPIL3
HuMAP2_00318,4,Q9BRD0 Q92917 O60231,BUD13 GPKOW DHX16
HuMAP2_00319,5,Q99797 Q9NRR8,MIPEP CDC42SE1
HuMAP2_00320,2,P04637 O15151 Q8IWT3,TP53 MDM4 CUL9
HuMAP2_00321,1, O60885  Q15059 Q86YD7,FAM90A5P BRD4 FAM90A26 BRD3 FAM90A1
HuMAP2_00322,5,Q9BX84 Q8IZQ1,TRPM6 WDFY3
HuMAP2_00323,4,Q9BTA9 Q5VTR2 O75150 Q9UHA7,WAC RNF20 RNF40 IL36A
HuMAP2_00324,4,O15116 O95340 Q9NNW5 Q16543 Q9UET6 O00459,LSM1 PAPSS2 WDR6 CDC37 FTSJ1 PIK3R2
HuMAP2_00325,5,O15381 P22492 O00541 Q9GZL7 Q14137 Q6DKI1,NVL HIST1H1T PES1 WDR12 BOP1 RPL7L1
HuMAP2_00326,2,O60508 Q9ULR0 Q9BZJ0 Q9HCS7 O95926 Q9P013 Q9UNP9 Q8WUD4 Q13573 O60306 Q96NB3,CDC40 ISY1 CRNKL1 XAB2 SYF2 CWC15 PPIE CCDC12 SNW1 AQR ZNF830
HuMAP2_00327,2,Q9P2S5 Q8N4P3,WRAP73 HDDC3
HuMAP2_00328,3,Q9UPN4 Q2KHM9 Q96NB1 Q1MSJ5 Q9Y2D8 O75665 Q8WXW3 Q96M89,CEP131 KIAA0753 FOPNL CSPP1 SSX2IP OFD1 PIBF1 CCDC138
HuMAP2_00329,1,Q7Z6K3 P53611,PTAR1 RABGGTB
HuMAP2_00330,5,P61599 Q2PZI1 Q13114 Q86XR8 P28908,NAA20 DPY19L1 TRAF3 CEP57 TNFRSF8
HuMAP2_00331,4,Q99679 Q969S0 Q7Z2K6,GPR21 SLC35B4 ERMP1
HuMAP2_00332,4,Q9H2U2 P29218 Q8NHP8 O14737 P46199,PPA2 IMPA1 PLBD2 PDCD5 MTIF2
HuMAP2_00333,5,Q68CZ1 P51957 O43924 Q92834 O75161 Q96KN7 O15259 Q5VSY0,RPGRIP1L NEK4 PDE6D RPGR NPHP4 RPGRIP1 NPHP1 GKAP1
HuMAP2_00334,4,Q6ZW49 Q96F63 Q6PID6,PAXIP1 CCDC97 TTC33
HuMAP2_00335,5,Q9UGM6 Q86TI2 P42224 P52630 Q9BU19 Q00978,WARS2 DPP9 STAT1 STAT2 ZNF692 IRF9
HuMAP2_00336,4,Q7Z7F0 Q9NQZ5,KHDC4 STARD7
HuMAP2_00337,5,Q9HCI7 Q68DK7 Q9H7Z6 Q9P2N6 Q8N5Y2 ,MSL2 MSL1 KAT8 KANSL3 MSL3 MSL3P1
HuMAP2_00338,2,Q96EY9 Q7Z6V5,ADAT3 ADAT2
HuMAP2_00339,5,Q7Z6K3 Q969G6 O15498,PTAR1 RFK YKT6
HuMAP2_00340,1,Q96KR1 Q12906 Q12905,ZFR ILF3 ILF2
HuMAP2_00341,2,P07437 P68371,TUBB TUBB4B
HuMAP2_00342,2,O95394 Q6YP21,PGM3 KYAT3
HuMAP2_00343,5,P35222 P35221 P26232 Q9Y6N8,CTNNB1 CTNNA1 CTNNA2 CDH10
HuMAP2_00344,4,Q99689 Q16760,FEZ1 DGKD
HuMAP2_00345,2,A6NGE4 Q5TAQ9,DCAF8L1 DCAF8
HuMAP2_00346,4,Q8TEA7 Q8TDR4 P08887 Q9NQ89,TBCK TCP10L IL6R C12orf4
HuMAP2_00347,5,Q9NYJ8 Q86VP1 Q9Y6C2 O94941 O43318 Q8N5C8 Q15750 Q86XR8 O75145,TAB2 TAX1BP1 EMILIN1 UBOX5 MAP3K7 TAB3 TAB1 CEP57 PPFIA3
HuMAP2_00348,2,P21283 P07741,ATP6V1C1 APRT
HuMAP2_00349,4,P54727 O14908 P22033 O75390,RAD23B GIPC1 MMUT CS
HuMAP2_00350,2,P51784 Q9Y4C1 Q15170,USP11 KDM3A TCEAL1
HuMAP2_00351,5,O95870 Q15833 Q8IWZ3 P12429 O75521 P51172 P30084 O75558,ABHD16A STXBP2 ANKHD1 ANXA3 ECI2 SCNN1D ECHS1 STX11
HuMAP2_00352,4,O00470 O14770,MEIS1 MEIS2
HuMAP2_00353,5,Q9Y620 Q9Y252 Q9HCH3,RAD54B RNF6 CPNE5
HuMAP2_00354,2,Q9Y3D0 Q96T76 O76071,CIAO2B MMS19 CIAO1
HuMAP2_00355,2,P42704 Q9GZT3,LRPPRC SLIRP
HuMAP2_00356,5,Q5TH74 Q12887 Q99801 Q8N4S7 A6NFN3 Q96C01 Q5H9E4,STPG1 COX10 NKX3-1 PAQR4 RBFOX3 FAM136A SLC25A53
HuMAP2_00357,4,Q8TDY2 Q9BSB4 A6H8Z2,RB1CC1 ATG101 FAM221B
HuMAP2_00358,3,P38646 Q15366 Q9HAV7,HSPA9 PCBP2 GRPEL1
HuMAP2_00359,2,Q86VM9 P52298 Q9BXP5 Q13523 P42285,ZC3H18 NCBP2 SRRT PRPF4B MTREX
HuMAP2_00360,1,Q16829 Q99956,DUSP7 DUSP9
HuMAP2_00361,4,Q5VZM2 Q96GJ1 P53004 Q8NI37 Q8WWV3,RRAGB TRMT2B BLVRA PPTC7 RTN4IP1
HuMAP2_00362,2,Q05513 Q9BYG4,PRKCZ PARD6G
HuMAP2_00363,5,P00390 P42126 P07602 Q17RB8 Q9H1K1,GSR ECI1 PSAP LONRF1 ISCU
HuMAP2_00364,5,Q3SYB3 Q96EW2 Q9NZR2 O60548 Q92628 Q99675,FOXD4L6 HSPBAP1 LRP1B FOXD2 KIAA0232 CGRRF1
HuMAP2_00366,5,Q9UHW9 Q9Y666,SLC12A6 SLC12A7
HuMAP2_00367,2,Q9HCM3 P17931 P09382,KIAA1549 LGALS3 LGALS1
HuMAP2_00368,4,P49327 P27708,FASN CAD
HuMAP2_00369,5,Q96BD8 P32322 Q9UKK9 Q9NP81 Q53H96 Q6PID8 Q96C36,SKA1 PYCR1 NUDT5 SARS2 PYCR3 KLHDC10 PYCR2
HuMAP2_00370,4,Q13387 Q9UPT6,MAPK8IP2 MAPK8IP3
HuMAP2_00371,5,Q9BZ29 Q9H8K7 O43583 Q5JSL3 Q96BY6,DOCK9 PAAT DENR DOCK11 DOCK10
HuMAP2_00372,4,Q66K89 Q96JB3,E4F1 HIC2
HuMAP2_00373,5,Q9UM82 Q15390 Q14314,SPATA2 MTFR1 FGL2
HuMAP2_00374,5,Q9C0J8 Q10570 Q6UN15 Q9UPN6 Q9UKF6 O95639 Q9BYW2 Q9P2I0 Q92876,WDR33 CPSF1 FIP1L1 SCAF8 CPSF3 CPSF4 SETD2 CPSF2 KLK6
HuMAP2_00375,5,Q7LBC6 P08651 P07101 Q8NCN2,KDM3B NFIC TH ZBTB34
HuMAP2_00376,5,A5D8V7 Q9Y4K1 Q674R7 Q8NI17 Q86SJ6 P78549 P51178 Q6MZM0 Q9UKA2,CCDC151 CRYBG1 ATG9B IL31RA DSG4 NTHL1 PLCD1 HEPHL1 FBXL4
HuMAP2_00377,5,Q9NRL2 Q9NR33 P56282 Q07864 Q9NRF9 Q9Y6Q1 Q9NRG0,BAZ1A POLE4 POLE2 POLE POLE3 CAPN6 CHRAC1
HuMAP2_00378,5,Q9NYB9 Q9UPY6 Q70E73 Q6T4R5 Q96F07 Q9Y6W5 Q8IZP0 Q400G9 P55160 Q92558 Q8WUW1 Q9Y2A7 Q15642 Q7L576,ABI2 WASF3 RAPH1 NHS CYFIP2 WASF2 ABI1 AMZ1 NCKAP1L WASF1 BRK1 NCKAP1 TRIP10 CYFIP1
HuMAP2_00379,5,Q14137 Q16777 Q15050,BOP1 HIST2H2AC RRS1
HuMAP2_00380,4,P16401 P16402 P06748 Q86SE8 Q9UN30,H1-5 H1-3 NPM1 NPM2 SCML1
HuMAP2_00381,5,Q9Y597 Q96SI1 Q8TBC3 Q6X4W1 Q719H9,KCTD3 KCTD15 SHKBP1 NSMF KCTD1
HuMAP2_00382,5,O00264 P43307 Q8TAA9 Q9UBM7 P30040 Q96HE7 O60613 Q15125 Q6NUS6 P02786 Q9H496 P50402,PGRMC1 SSR1 VANGL1 DHCR7 ERP29 ERO1A SELENOF EBP TCTN3 TFRC TOR1AIP2 EMD
HuMAP2_00383,3,Q96SB8 Q8WV22 Q8IY18 Q96MG7 Q9NXX6 Q96MF7,SMC6 NSMCE1 SMC5 NSMCE3 NSMCE4A NSMCE2
HuMAP2_00384,5,Q9UJ71 Q86W26 P80188 P54793 P49862 Q15782 Q9NU19 Q16651 O95171,CD207 NLRP10 LCN2 ARSF KLK7 CHI3L2 TBC1D22B PRSS8 SCEL
HuMAP2_00385,4,Q15477 Q9H3U1,SKIV2L UNC45A
HuMAP2_00386,4,P46926 Q96HS1 P39748 P11021,GNPDA1 PGAM5 FEN1 HSPA5
HuMAP2_00387,5,Q12934 Q13515 Q15643 Q02224 Q96MC5,BFSP1 BFSP2 TRIP11 CENPE BMERB1
HuMAP2_00388,2,Q9UPN4 O75665 Q9Y2D8 Q2KHM9 Q8WXW3 Q96M89,CEP131 OFD1 SSX2IP KIAA0753 PIBF1 CCDC138
HuMAP2_00389,4,Q6UXS9 P29466 Q9UBF8 Q8NG50,CASP12 CASP1 PI4KB RDM1
HuMAP2_00390,4,P20160 Q96RT1 Q8N4S0 Q6PIW4,AZU1 ERBIN CCDC82 FIGNL1
HuMAP2_00391,4,Q9Y2H5 A2RUH7,PLEKHA6 MYBPHL
HuMAP2_00392,5,Q9NRW4 P98170 Q96CA5 Q9NR28 Q9NQH7 Q86WC4 O75325 O95837,DUSP22 XIAP BIRC7 DIABLO XPNPEP3 OSTM1 LRRN2 GNA14
HuMAP2_00393,4,Q9Y4R8 P20711 P35613 A6ND91 O15228,TELO2 DDC BSG ASPDH GNPAT
HuMAP2_00394,5,P13727 P31152,PRG2 MAPK4
HuMAP2_00395,2,P14060 P26439 Q9H6F2,HSD3B1 HSD3B2 TMEM38A
HuMAP2_00396,4,Q9P0T4 Q9H869 Q9H2P0 Q9UHA2 Q96C55,ZNF581 YY1AP1 ADNP SS18L2 ZNF524
HuMAP2_00397,4,Q9H074 Q4VXU2 Q9BPZ3 Q9NUD5,PAIP1 PABPC1L PAIP2 ZCCHC3
HuMAP2_00398,3,P61764 O75558,STXBP1 STX11
HuMAP2_00399,4,Q8N371 O14786 Q14642 A6NED2 Q7L273,KDM8 NRP1 INPP5A RCCD1 KCTD9
HuMAP2_00400,5,Q9Y426 Q68D85 Q92503,C2CD2 NCR3LG1 SEC14L1
HuMAP2_00401,2,Q3SYB3 Q96EW2,FOXD4L6 HSPBAP1
HuMAP2_00402,3,Q9NYK6 Q9UIL1 P0DPB3 Q9Y2I9 Q9UHY8,EURL SCOC SCHIP1 TBC1D30 FEZ2
HuMAP2_00403,5,P52701 Q16626 P84243,MSH6 MEA1 H3-3A
HuMAP2_00404,4,Q13428 Q8IZU1 Q14978 Q9H6A0,TCOF1 FAM9A NOLC1 DENND2D
HuMAP2_00405,4,P05362 Q13177 Q14161 Q13153 Q15052 Q9Y2X7 Q14155,ICAM1 PAK2 GIT2 PAK1 ARHGEF6 GIT1 ARHGEF7
HuMAP2_00406,4,P17031 O14709 P17040 P17029 Q8IWY8 Q15776 Q8NF99,ZNF26 ZNF197 ZSCAN20 ZKSCAN1 ZSCAN29 ZKSCAN8 ZNF397
HuMAP2_00407,4,P13667 P51687 P47989 O00499 Q14738 Q15435,PDIA4 SUOX XDH BIN1 PPP2R5D PPP1R7
HuMAP2_00408,5,Q16718 O95167 Q13216 Q9P032 Q9P0J0,NDUFA5 NDUFA3 ERCC8 NDUFAF4 NDUFA13
HuMAP2_00409,2,Q99961 Q99963 Q99962,SH3GL1 SH3GL3 SH3GL2
HuMAP2_00410,4,Q6V1X1 Q9UBP6 P57081,DPP8 METTL1 WDR4
HuMAP2_00411,4,Q96NL0 Q7Z3E2 Q59EK9 Q9UM22 Q2TAA8,RUNDC3B CCDC186 RUNDC3A EPDR1 TSNAXIP1
HuMAP2_00412,5,Q9UK22 Q14982 Q9P121,FBXO2 OPCML NTM
HuMAP2_00413,5,Q8TBC4 Q92598 O75896 Q13564,UBA3 HSPH1 TUSC2 NAE1
HuMAP2_00414,5,Q99666 P46060,RGPD5 RANGAP1
HuMAP2_00415,2,Q52LJ0 Q9Y224,FAM98B RTRAF
HuMAP2_00416,4,P17706 P29350 Q9UIF7,PTPN2 PTPN6 MUTYH
HuMAP2_00417,3,Q9BPW9 Q9UKJ5,DHRS9 CHIC2
HuMAP2_00418,5,Q8NC42 P48449 Q08345 Q14790 Q13158 Q9BPY3 P25445 Q16739 Q16698 O14763 Q9NZH6 O00220,RNF149 LSS DDR1 CASP8 FADD FAM118B FAS UGCG DECR1 TNFRSF10B IL37 TNFRSF10A
HuMAP2_00419,2,P00568 Q9NTK5,AK1 OLA1
HuMAP2_00420,4,Q9BVJ6 O43143 O95834,UTP14A DHX15 EML2
HuMAP2_00421,4,O75054 Q58DX5 Q9Y3Q0,IGSF3 NAALADL2 NAALAD2
HuMAP2_00422,4,Q9Y5P6 Q9Y4U1 Q02127,GMPPB MMACHC DHODH
HuMAP2_00423,2,Q96FX7 Q9UJA5,TRMT61A TRMT6
HuMAP2_00424,4,Q14005 P55017,IL16 SLC12A3
HuMAP2_00425,4,Q14061 P60981,COX17 DSTN
HuMAP2_00426,4,Q96S42 Q86WD7,NODAL SERPINA9
HuMAP2_00427,5,Q09161 P52298 Q96BZ8 Q9H814,NCBP1 NCBP2 LENG1 PHAX
HuMAP2_00428,5,Q9UPR6 Q6PKG0,ZFR2 LARP1
HuMAP2_00429,5,Q96G74 P21580 Q9ULP9 Q9Y5E4,OTUD5 TNFAIP3 TBC1D24 PCDHB5
HuMAP2_00430,2,P35250 P40938 P35251 P40937,RFC2 RFC3 RFC1 RFC5
HuMAP2_00431,5,Q5VT25 Q9Y5S2 A0MZ66 Q8IV03,CDC42BPA CDC42BPB SHTN1 LURAP1L
HuMAP2_00432,2,P13725 P40189,OSM IL6ST
HuMAP2_00433,5,Q12965 O00159 Q92882,MYO1E MYO1C OSTF1
HuMAP2_00434,5,P42356 Q6P4A8 ,PI4KA PLBD1 PI4KAP1
HuMAP2_00435,5,Q9NZ45 P21796 Q9Y277 O60762 Q8N5K1,CISD1 VDAC1 VDAC3 DPM1 CISD2
HuMAP2_00436,2,P62917 Q9BRJ6 O15226 Q6P5R6,RPL8 C7orf50 NKRF RPL22L1
HuMAP2_00437,4,Q6ZT07 Q66K14,TBC1D9 TBC1D9B
HuMAP2_00438,5,Q99614 Q99619 P29323,TTC1 SPSB2 EPHB2
HuMAP2_00439,2,P11532 Q13884 Q9UBT7,DMD SNTB1 CTNNAL1
HuMAP2_00440,5,Q12872 P98175 P52756  Q96I25,SFSWAP RBM10 RBM5 ZRSR2P1 RBM17
