HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_05729,2,P05165 P22102,PCCA GART
HuMAP2_05730,2,Q9BQ39 Q9BRJ6 Q9NR30,DDX50 C7orf50 DDX21
HuMAP2_05731,5,Q99459 Q16626 P43246 Q7L4I2 P52701 P98175,CDC5L MEA1 MSH2 RSRC2 MSH6 RBM10
HuMAP2_05732,4,Q96T76 Q9Y3D0 Q5VV42 O76071 Q9H5X1,MMS19 CIAO2B CDKAL1 CIAO1 CIAO2A
HuMAP2_05733,4,P18887 P49916 P06746,XRCC1 LIG3 POLB
HuMAP2_05734,3,Q13310 P11940 Q6PKG0,PABPC4 PABPC1 LARP1
HuMAP2_05735,4,Q8WTQ1 Q8WTQ1,DEFB104A DEFB104A
HuMAP2_05736,2,Q9UFG5 P50748 O43264,C19orf25 KNTC1 ZW10
HuMAP2_05737,3,Q9Y5U9 Q9Y3C0 Q2M389 Q9UM21 O75506,IER3IP1 WASHC3 WASHC4 MGAT4A HSBP1
HuMAP2_05738,5,Q9H936 Q9H1K4 Q96A33 O60830,SLC25A22 SLC25A18 CCDC47 TIMM17B
HuMAP2_05739,3,Q96C19 P00568 O43768 Q9NTK5,EFHD2 AK1 ENSA OLA1
HuMAP2_05740,5,Q9P1Y6 Q9NW75 Q9HCM7 Q8N1G0 P21127 Q92610 Q14774 P19784 Q9NWQ4 Q9ULU4 Q96B23 Q6PII5 Q9NZR4,PHRF1 GPATCH2 FBRSL1 ZNF687 CDK11B ZNF592 HLX CSNK2A2 GPATCH2L ZMYND8 C18orf25 HAGHL VSX1
HuMAP2_05741,2,P09067 P09017,HOXB5 HOXC4
HuMAP2_05742,4,Q13627 Q9NYF3 Q711Q0 Q96LU5 Q9Y463 Q6P1L5,DYRK1A FAM53C CEFIP IMMP1L DYRK1B FAM117B
HuMAP2_05743,4,Q969L4 P62306 Q96DR5  Q8IYT2,LSM10 SNRPF BPIFA2 SNRPGP15 CMTR2
HuMAP2_05744,4,O75208 Q8IW75,COQ9 SERPINA12
HuMAP2_05745,2,Q13546 Q96AB6,RIPK1 NTAN1
HuMAP2_05746,5,Q6PJG6 P51665 Q96EN9,BRAT1 PSMD7 REX1BD
HuMAP2_05747,2,Q96N67 Q96HP0 Q96II8 Q9Y2L9 Q8NF50 Q5VUJ6,DOCK7 DOCK6 LRCH3 LRCH1 DOCK8 LRCH2
HuMAP2_05748,3,Q9Y5E7 Q9Y5G0 Q9Y5G3 Q9Y5G2 P22223 Q9UN71,PCDHB2 PCDHGB5 PCDHGB1 PCDHGB2 CDH3 PCDHGB4
HuMAP2_05749,4,Q8NEF3 P61599 P60983 Q86XR8 P28908,CCDC112 NAA20 GMFB CEP57 TNFRSF8
HuMAP2_05750,4,Q6PUV4 O14810,CPLX2 CPLX1
HuMAP2_05751,4,Q8NEF3 Q86XR8 P28908,CCDC112 CEP57 TNFRSF8
HuMAP2_05752,5,Q9Y466 Q58WW2,NR2E1 DCAF6
HuMAP2_05753,5,Q9BYV9 P15408,BACH2 FOSL2
HuMAP2_05754,2,Q92530 Q9Y3I1,PSMF1 FBXO7
HuMAP2_05755,4,P13725 Q07021 Q14739,OSM C1QBP LBR
HuMAP2_05756,3,Q9HAZ2 O95238,PRDM16 SPDEF
HuMAP2_05757,2,P05556 P06756,ITGB1 ITGAV
HuMAP2_05758,5,Q9UHN6 P02741 Q8IVU9 Q7LGC8,CEMIP2 CRP CABCOCO1 CHST3
HuMAP2_05759,4,Q5VW32 P04080 Q15560,BROX CSTB TCEA2
HuMAP2_05760,4,P05109 Q96L08 P06702,S100A8 SUSD3 S100A9
HuMAP2_05761,2,Q15843 P29401,NEDD8 TKT
HuMAP2_05762,5,Q9GZM3  Q9H9Y4 Q5VT52 Q5T3F8 Q9NQG5 P19387 O15514 P24928 P30876 P62487 P52434 P19388 P61218 P36954 P52435 Q8NI22 P0CAP1 O94762 O60942 P0CAP1 Q9Y5B0 Q96P16 Q9GZY4 Q9UHW5 P53803 Q8IXW5 Q9HCN4 P62875,POLR2J2 OR4K3 GPN2 RPRD2 TMEM63B RPRD1B POLR2C POLR2D POLR2A POLR2B POLR2G POLR2H POLR2E POLR2F POLR2I POLR2J MCFD2 MYZAP RECQL5 RNGTT MYZAP CTDP1 RPRD1A COA1 GPN3 POLR2K RPAP2 GPN1 POLR2L
HuMAP2_05763,3,Q8N6S4 Q13705 P80370,ANKRD13C ACVR2B DLK1
HuMAP2_05764,3,P31146 P55196 P13639 Q9BR76 P45974,CORO1A AFDN EEF2 CORO1B USP5
HuMAP2_05765,4,Q93052 Q6FHJ7 A6NIX2 Q06190 Q9UK33,LPP SFRP4 WTIP PPP2R3A ZNF580
HuMAP2_05766,3,P19387 O15514 P24928 P30876 P62487 P52434 P19388 P61218 P36954 P52435 Q8IXW5 P62875 P0CAP1 Q9HCN4 Q9NQG5 Q9UHW5,POLR2C POLR2D POLR2A POLR2B POLR2G POLR2H POLR2E POLR2F POLR2I POLR2J RPAP2 POLR2L MYZAP GPN1 RPRD1B GPN3
HuMAP2_05767,4,P63215 Q14344 P42898 P19086 P50148,GNG3 GNA13 MTHFR GNAZ GNAQ
HuMAP2_05768,4,P52294 O43148,KPNA1 RNMT
HuMAP2_05769,5,Q14241 Q96RE7 Q8WWA0 Q8WWU7,ELOA NACC1 ITLN1 ITLN2
HuMAP2_05770,4,O60337 Q6NXT6 Q96J42,MARCH6 TAPT1 TXNDC15
HuMAP2_05771,5,Q92889 Q8IY92 P07992 P23025 Q5VYV7,ERCC4 SLX4 ERCC1 XPA SLX4IP
HuMAP2_05772,4,O75144 Q9Y6W8 P08582,ICOSLG ICOS MELTF
HuMAP2_05773,4,P05997 O95084,COL5A2 PRSS23
HuMAP2_05774,4,Q14790 Q13158 P25445 O14763 Q9NZH6 O00220,CASP8 FADD FAS TNFRSF10B IL37 TNFRSF10A
HuMAP2_05775,5,Q9UQV4 Q8IYJ0 Q9NX47 Q8IXK2 Q8N4A0,LAMP3 PIANP MARCH5 GALNT12 GALNT4
HuMAP2_05776,5,Q9GZY0 Q8TBB1 Q86WB0,NXF2 LNX1 ZC3HC1
HuMAP2_05777,2,P20810 Q96L46,CAST CAPNS2
HuMAP2_05778,4,P61224 P61026 P61020 P51149 P61019,RAP1B RAB10 RAB5B RAB7A RAB2A
HuMAP2_05779,4,Q9Y5J7 P62072 Q53H12,TIMM9 TIMM10 AGK
HuMAP2_05780,2,Q13404 O95861,UBE2V1 BPNT1
HuMAP2_05781,2,Q96S21 Q12829,RAB40C RAB40B
HuMAP2_05782,3,Q9H6S1 Q13137,AZI2 CALCOCO2
HuMAP2_05783,4,Q14393 Q9BSG5,GAS6 RTBDN
HuMAP2_05784,5,Q969X5 Q9BQE4,ERGIC1 SELENOS
HuMAP2_05785,4,Q8IWD4  Q86UX6,CCDC117 HSP90AA4P STK32C
HuMAP2_05786,4,O75794 P50579 P20042 P46783 Q9H0S4 Q9BRP8,CDC123 METAP2 EIF2S2 RPS10 DDX47 PYM1
HuMAP2_05787,2,Q8N201 Q96CB8,INTS1 INTS12
HuMAP2_05788,4,Q5JSZ5 Q9BYJ9 Q9Y520 Q7Z739,PRRC2B YTHDF1 PRRC2C YTHDF3
HuMAP2_05789,5,Q9Y2E5 O95479 Q86YB8 Q9NRD1 P51688 Q9BTY2,MAN2B2 H6PD ERO1B FBXO6 SGSH FUCA2
HuMAP2_05790,4,Q06265 Q9Y580 Q5RKV6 Q01780 Q9NQT5 Q8TF46 Q9Y3B2 Q9NPD3 Q13901 Q13868 Q96B26 Q9NQT4 Q99547 Q15024 Q6NZY4,EXOSC9 RBM7 EXOSC6 EXOSC10 EXOSC3 DIS3L EXOSC1 EXOSC4 C1D EXOSC2 EXOSC8 EXOSC5 MPHOSPH6 EXOSC7 ZCCHC8
HuMAP2_05791,3,Q4VC05 Q08AE8 P0CG39,BCL7A SPIRE1 POTEJ
HuMAP2_05792,5,Q96AX9 Q5TGY3 Q9C0D4 O75381 Q9NQB0 Q9H5V7,MIB2 AHDC1 ZNF518B PEX14 TCF7L2 IKZF5
HuMAP2_05793,1,P13010 P12956,XRCC5 XRCC6
HuMAP2_05794,3,Q16526 O15534,CRY1 PER1
HuMAP2_05795,4,Q6YHK3 Q03252 P49748 P07384 P13798,CD109 LMNB2 ACADVL CAPN1 APEH
HuMAP2_05796,2,Q155Q3 Q9H7U1 Q9NXR1 Q9GZM8,DIXDC1 CCSER2 NDE1 NDEL1
HuMAP2_05797,3,P59998 O15511 P61160 P61158 O15143 O15145 Q9BPX5 Q8WVV9 O15144 Q92747 Q9P1U1,ARPC4 ARPC5 ACTR2 ACTR3 ARPC1B ARPC3 ARPC5L HNRNPLL ARPC2 ARPC1A ACTR3B
HuMAP2_05798,2,Q9Y5E7 Q9Y5G3 Q9Y5G2 Q9Y5G0 P22223,PCDHB2 PCDHGB1 PCDHGB2 PCDHGB5 CDH3
HuMAP2_05800,4,O75909 Q14004 O95104 Q9NYV4 Q9H4M3,CCNK CDK13 SCAF4 CDK12 FBXO44
HuMAP2_05802,1, Q96JA3,PLEKHA8P1 PLEKHA8
HuMAP2_05803,5,Q93052 Q86VW0 Q8NFF5 Q9UEW3,LPP SESTD1 FLAD1 MARCO
HuMAP2_05804,2,Q14008 Q9P270,CKAP5 SLAIN2
HuMAP2_05805,5,Q9BSF4 Q9Y5J6 Q53H12,TIMM29 TIMM10B AGK
HuMAP2_05806,4, Q9BTZ2,DHRS4L2 DHRS4
HuMAP2_05807,4,Q9NZ45 Q00325 P35232 P22492 P12235 Q9Y6C9 P12236 Q99623 Q9NZ01 P45880 P46781 P62273 Q9Y277 P05141 P51571 P22695,CISD1 SLC25A3 PHB HIST1H1T SLC25A4 MTCH2 SLC25A6 PHB2 TECR VDAC2 RPS9 RPS29 VDAC3 SLC25A5 SSR4 UQCRC2
HuMAP2_05808,5,P10523 P49407 P55201 Q9UGM6 Q00978,SAG ARRB1 BRPF1 WARS2 IRF9
HuMAP2_05809,2,Q15819 P61088,UBE2V2 UBE2N
HuMAP2_05810,2,Q56P03 Q9Y312 O95905 Q9Y5U2,EAPP AAR2 ECD TSSC4
HuMAP2_05811,2,Q8TD30 Q9BYV1,GPT2 AGXT2
HuMAP2_05812,1,O95347 Q9NTJ3,SMC2 SMC4
HuMAP2_05813,4,Q9UDV7 Q96SZ5 P78508 Q8TD17 Q9UDV6 Q6NUN9,ZNF282 ADO KCNJ10 ZNF398 ZNF212 ZNF746
HuMAP2_05814,5,Q86UP0 Q99569 O60716 P55287 P55286 O00192 P35222 P33151,CDH24 PKP4 CTNND1 CDH11 CDH8 ARVCF CTNNB1 CDH5
HuMAP2_05815,4,Q9NQR4 Q13522 Q9UQP3 Q9UBQ7 O00625,NIT2 PPP1R1A TNN GRHPR PIR
HuMAP2_05816,4,Q15042 Q8IXJ6 Q86UE4 Q9HCL2 Q9H2M9,RAB3GAP1 SIRT2 MTDH GPAM RAB3GAP2
HuMAP2_05817,5,Q8WTW3 Q14746 P83436 Q9UP83 Q96MW5 Q96JB2 Q9Y2V7 Q9H9E3 Q04656,COG1 COG2 COG7 COG5 COG8 COG3 COG6 COG4 ATP7A
HuMAP2_05818,4,O60613 Q9P2K1 Q8NBP0 Q13724 Q2MV58,SELENOF CC2D2A TTC13 MOGS TCTN1
HuMAP2_05819,2,P49005 P28340 Q9HCU8,POLD2 POLD1 POLD4
HuMAP2_05820,5,P07858 P00367 O75340 P05062 P49448,CTSB GLUD1 PDCD6 ALDOB GLUD2
HuMAP2_05821,4,Q8N9U0 Q9HC44 Q8N3E9,TC2N GPBP1L1 PLCD3
HuMAP2_05822,5,Q7Z5U6 P10599 Q9NWY4 Q13765 Q04760,WDR53 TXN HPF1 NACA GLO1
HuMAP2_05823,4,Q19AV6 O95551 Q6NVH7 O15496 Q8NEC7,ZSWIM7 TDP2 SWSAP1 PLA2G10 GSTCD
HuMAP2_05824,4,Q8IUI8 Q6UWR7 Q6RW13 Q9NSV4 Q8IZ13,CRLF3 ENPP6 AGTRAP DIAPH3 ZBED8
HuMAP2_05825,5,P10073 Q63HK3 Q86W11 Q53GI3 Q14584 Q9UGI8 Q9NX65 Q9H4T2,ZSCAN22 ZKSCAN2 ZSCAN30 ZNF394 ZNF266 TES ZSCAN32 ZSCAN16
HuMAP2_05827,3,Q96L94 Q1L5Z9 Q9Y343,SNX22 LONRF2 SNX24
HuMAP2_05828,5,Q5VTB9 Q8N5U6 Q969T4,RNF220 RNF10 UBE2E3
HuMAP2_05829,4,P08637 O14730 Q9Y2M5 O75015 Q03405,FCGR3A RIOK3 KLHL20 FCGR3B PLAUR
HuMAP2_05830,2,Q8IU85 Q14012,CAMK1D CAMK1
HuMAP2_05831,5,P05014 P32881 P01567 Q96E52 Q9H497 P19429 Q6ZT12,IFNA4 IFNA8 IFNA7 OMA1 TOR3A TNNI3 UBR3
HuMAP2_05832,5,Q15392 Q15041 Q6IQ16 Q9GZP9 P00387 O43791 O95197 O15321 Q6DD88 Q9UI14 Q96KR6 Q5TCZ1 O75298 Q9BTX3 Q9NQC3 P14415,DHCR24 ARL6IP1 SPOPL DERL2 CYB5R3 SPOP RTN3 TM9SF1 ATL3 RABAC1 FAM210B SH3PXD2A RTN2 TMEM208 RTN4 ATP1B2
HuMAP2_05833,5,P48449 Q6P2P2 Q96AQ6 Q9H4A5 Q9Y2Y0 Q8N490,LSS PRMT9 PBXIP1 GOLPH3L ARL2BP PNKD
HuMAP2_05834,5,P35555 Q9H9D4 Q8N2S1 P10746 Q9NZV1 O00626 A5PL33 Q99611 Q9UBX5,FBN1 ZNF408 LTBP4 UROS CRIM1 CCL22 KRBA1 SEPHS2 FBLN5
HuMAP2_05835,4,Q17RP2 P30926,TIGD6 CHRNB4
HuMAP2_05836,5,P26583 Q96CT7 Q9BQL6,HMGB2 CCDC124 FERMT1
HuMAP2_05837,5,P42357 Q9HB20 Q9Y5X4,HAL PLEKHA3 NR2E3
HuMAP2_05838,4,Q15833 Q13277 P51172 O95870 O75558,STXBP2 STX3 SCNN1D ABHD16A STX11
HuMAP2_05839,3,Q16799 Q92630,RTN1 DYRK2
HuMAP2_05840,2,Q00325 P05141 P22695,SLC25A3 SLC25A5 UQCRC2
HuMAP2_05841,5,Q9H201 O95208 O43175 P51911,EPN3 EPN2 PHGDH CNN1
HuMAP2_05842,4,Q8N4S9 Q15208 Q01459,MARVELD2 STK38 CTBS
HuMAP2_05843,4,Q9Y6K9 O15111 O14920 Q99558,IKBKG CHUK IKBKB MAP3K14
HuMAP2_05844,5,O95789 P42701 Q99677 Q6UXF1 P09086 O14773 Q3KQZ1 Q9NQ79 P51854 Q6JQN1 Q9UK55,ZMYM6 IL12RB1 LPAR4 TMEM108 POU2F2 TPP1 SLC25A35 CRTAC1 TKTL1 ACAD10 SERPINA10
HuMAP2_05845,5,P45974 Q9BWT3 Q9UBT7,USP5 PAPOLG CTNNAL1
HuMAP2_05846,5,Q15042 Q8IXJ6 Q9HCL2 Q9H2M9,RAB3GAP1 SIRT2 GPAM RAB3GAP2
HuMAP2_05847,4,Q8WUU4 Q969R5 Q5T1M5 Q9ULV3 P28290,ZNF296 L3MBTL2 FKBP15 CIZ1 ITPRID2
HuMAP2_05848,3,Q7LGA3 Q6AZY7 P07766 Q6UXL0,HS2ST1 SCARA3 CD3E IL20RB
HuMAP2_05849,5,O14757 Q9BTE0 Q9BSF4 Q8NEW0 Q8NBR0 Q9UGM1 Q9Y6M5,CHEK1 NAT9 TIMM29 SLC30A7 TP53I13 CHRNA9 SLC30A1
HuMAP2_05850,4,Q8NFY9 Q9H2C0 Q9H967 Q96CT2,KBTBD8 GAN WDR76 KLHL29
HuMAP2_05851,5,Q9H0A0 Q9BSC4 Q8NEJ9 Q9NY61,NAT10 NOL10 NGDN AATF
HuMAP2_05852,5,O00264 Q9Y2A9,PGRMC1 B3GNT3
HuMAP2_05853,5,Q5TB80 Q9NX95 Q15004 O15079 Q04917,CEP162 SYBU PCLAF SNPH YWHAH
HuMAP2_05854,4,Q9HCY8 P22735 Q6ZVX7,S100A14 TGM1 NCCRP1
HuMAP2_05855,4,Q0VDF9 Q8NET5 Q99543 O60869 Q9BY44 Q86UK7,HSPA14 NFAM1 DNAJC2 EDF1 EIF2A ZNF598
HuMAP2_05856,5,Q9H6K4 Q02223 Q9NUU6 Q13395,OPA3 TNFRSF17 OTULINL TARBP1
HuMAP2_05857,5,P46019 Q86V97 Q8TEW6,PHKA2 KBTBD6 DOK4
HuMAP2_05858,4,P45954 Q92626,ACADSB PXDN
HuMAP2_05859,4,P55265 O43684 Q9BSF8 Q8NB14 Q7Z5Y7,ADAR BUB3 BTBD10 USP38 KCTD20
HuMAP2_05860,4,P51553 P50213,IDH3G IDH3A
HuMAP2_05861,2,Q8N5Y2 Q68DK7,MSL3 MSL1
HuMAP2_05862,4,Q9Y5U9 P40967 Q8TBQ9,IER3IP1 PMEL TMEM167A
HuMAP2_05863,2,Q8IW19 Q14191 P12956,APLF WRN XRCC6
HuMAP2_05864,5,Q9H2A3 Q13310 P49458 Q3KQV9 P61011 P09132,NEUROG2 PABPC4 SRP9 UAP1L1 SRP54 SRP19
HuMAP2_05865,4,Q7RTV0 Q15427 P52756 Q15428 Q9BWJ5 Q13435 Q15459 Q9Y3B4 Q96I25 Q9Y6E2 Q86XP3 O75533 Q15393 Q12874,PHF5A SF3B4 RBM5 SF3A2 SF3B5 SF3B2 SF3A1 SF3B6 RBM17 BZW2 DDX42 SF3B1 SF3B3 SF3A3
HuMAP2_05866,5,Q9UIY3 O95166 Q3MII6,RWDD2A GABARAP TBC1D25
HuMAP2_05867,2,Q06413 Q02080 Q02080 Q02078,MEF2C MEF2B MEF2B MEF2A
HuMAP2_05868,4,O15523 Q01844 Q8WVJ2,DDX3Y EWSR1 NUDCD2
HuMAP2_05869,5,P57059 Q9H0K1,SIK1 SIK2
HuMAP2_05870,4,Q92681 Q2M1K9 Q96DA0 Q6SZW1,RSC1A1 ZNF423 ZG16B SARM1
HuMAP2_05871,5,Q9P2F5 Q9GZY0 O14641 Q8TBB1 Q9GZY0 Q86WB0,STOX2 NXF2 DVL2 LNX1 NXF2 ZC3HC1
HuMAP2_05872,2,P56377 Q6ULP2 Q9UMZ2 Q9P2D3 Q63HQ0,AP1S2 AFTPH SYNRG HEATR5B AP1AR
HuMAP2_05873,1,P30520 Q8N142,ADSS2 ADSS1
HuMAP2_05874,4,O43491 Q9Y2J2 Q7L099 Q8N1A0 P11171,EPB41L2 EPB41L3 RUFY3 KRT222 EPB41
HuMAP2_05875,4,Q8WVR3 Q2T9J0 P0DI82 Q8TAC2,MAP11 TYSND1 TRAPPC2B JOSD2
HuMAP2_05876,4,Q8IXJ6 Q86UE4 Q7KZF4,SIRT2 MTDH SND1
HuMAP2_05877,2,Q9H6F5 O95478,CCDC86 NSA2
HuMAP2_05878,5, Q9BUH8 Q9BVG8 Q9Y4F5 Q6PCD5 Q8WXA3 O75474 Q5SW79 O43379 Q9P2J3 P49585,CEP170P1 BEGAIN KIFC3 CEP170B RFWD3 RUFY2 FRAT2 CEP170 WDR62 KLHL9 PCYT1A
HuMAP2_05879,5,Q13488 O75787 Q96CA5 Q9HDC5 Q8WV92 P02786 Q9NQH7 Q86WC4 Q9BVT8 Q96QD8,TCIRG1 ATP6AP2 BIRC7 JPH1 MITD1 TFRC XPNPEP3 OSTM1 TMUB1 SLC38A2
HuMAP2_05880,4,O14682 Q8IVD9,ENC1 NUDCD3
HuMAP2_05881,5,Q8N0V3 Q96DT6 Q53GT1 Q7Z6B7 Q96GP6 P49448 Q9UPN6 A6NFY7 A6NJ78,RBFA ATG4C KLHL22 SRGAP1 SCARF2 GLUD2 SCAF8 SDHAF1 METTL15
HuMAP2_05882,1,Q9Y3F4 O75534,STRAP CSDE1
HuMAP2_05883,4,Q9NX36 P24539 P00403 O75964 O75947 P56385 P18859 P36542 P56134 P30049 P03928 P56381 P48047,DNAJC28 ATP5PB MT-CO2 ATP5MG ATP5PD ATP5ME ATP5PF ATP5F1C ATP5MF ATP5F1D MT-ATP8 ATP5F1E ATP5PO
HuMAP2_05884,4,Q6ZUT6 Q96J01 Q8NI27 P82979 Q9H8G2 Q9Y3Y2 Q6I9Y2 Q96QD9 Q53F19 Q13838 Q13769 O75152 Q8N9M1 Q96FV9 Q9BY77 Q86W42,CCDC9B THOC3 THOC2 SARNP CAAP1 CHTOP THOC7 FYTTD1 NCBP3 DDX39B THOC5 ZC3H11A C19orf47 THOC1 POLDIP3 THOC6
HuMAP2_05885,5,P43115 ,PTGER3 PPP1R15B
HuMAP2_05886,2,P20231 P20231,TPSB2 TPSB2
HuMAP2_05887,4,P85037 Q92997 Q01167 Q6DKJ4 Q9HCS5,FOXK1 DVL3 FOXK2 NXN EPB41L4A
HuMAP2_05888,2,Q969R8 Q9Y664,ITFG2 KPTN
HuMAP2_05889,4,O95718 P11474 Q99442 P06028 Q9H2T7,ESRRB ESRRA SEC62 GYPB RANBP17
HuMAP2_05890,2,P47756 P52907 Q8TD55,CAPZB CAPZA1 PLEKHO2
HuMAP2_05891,5,Q92777 P04279 B0YJ81 Q4VC12 O60356 Q9UGP5 Q02383,SYN2 SEMG1 HACD1 MSS51 NUPR1 POLL SEMG2
HuMAP2_05892,5,Q13126 Q13576 Q9P2R7,MTAP IQGAP2 SUCLA2
HuMAP2_05893,5,Q9Y6N6 Q92844 Q12933,LAMC3 TANK TRAF2
HuMAP2_05894,4,Q9NR21 Q5U5R9 Q96A37 P18858,PARP11 HECTD2 RNF166 LIG1
HuMAP2_05895,2,Q13630 P49903,TSTA3 SEPHS1
HuMAP2_05896,4,P01344 A6NIX2 Q96IF1 P08833 Q15654,IGF2 WTIP AJUBA IGFBP1 TRIP6
HuMAP2_05897,5,Q13043 Q13188 Q9H4B6 Q6ZTQ3 Q9Y4C1 P50749,STK4 STK3 SAV1 RASSF6 KDM3A RASSF2
HuMAP2_05898,3,Q96JP0 Q92990,FEM1C GLMN
HuMAP2_05899,5,P17676 Q96KQ4 Q02833,CEBPB PPP1R13B RASSF7
HuMAP2_05900,2,Q99836 O43791,MYD88 SPOP
HuMAP2_05901,1,P08263 Q16772,GSTA1 GSTA3
HuMAP2_05902,5,P16520 P63218 P50150 O14924 Q9NPQ8 P62873 P63096 P04899 P08754 P29992 P09471 O60262 Q86YJ7 Q9HAV0 P61952 O43566 P50151 P47736,GNB3 GNG5 GNG4 RGS12 RIC8A GNB1 GNAI1 GNAI2 GNAI3 GNA11 GNAO1 GNG7 ANKRD13B GNB4 GNG11 RGS14 GNG10 RAP1GAP
HuMAP2_05903,4,Q8IU81 Q9NSD9 Q9Y285 Q9Y3Z3 P14859 Q8N6H7,IRF2BP1 FARSB FARSA SAMHD1 POU2F1 ARFGAP2
HuMAP2_05904,1,Q9BZJ0 Q9HCS7 Q9UNP9 Q9ULR0 O60306,CRNKL1 XAB2 PPIE ISY1 AQR
HuMAP2_05905,5,Q9NSA3 Q9Y2Q3 Q8IUH3 O00142 Q8N264 O94907,CTNNBIP1 GSTK1 RBM45 TK2 ARHGAP24 DKK1
HuMAP2_05906,2,Q9UFW8 Q56A73 Q9Y657 Q9BPZ2 Q9NQW7,CGGBP1 SPIN4 SPIN1 SPIN2B XPNPEP1
HuMAP2_05907,4,P46976 P13807 O95278 O95210 O15488 Q9UQK1 Q8WY41,GYG1 GYS1 EPM2A STBD1 GYG2 PPP1R3C NANOS1
HuMAP2_05908,4,Q9HA38 Q5H9S7 Q86W54,ZMAT3 DCAF17 SPATA24
HuMAP2_05909,5,Q96EY5 A3KMH1 P18075 Q8NEC7,MVB12A VWA8 BMP7 GSTCD
HuMAP2_05910,5,Q8NA69 Q86UW7,TEX45 CADPS2
HuMAP2_05911,4,Q5VV67 Q8N2W9 O75717 Q9NS85 P00966,PPRC1 PIAS4 WDHD1 CA10 ASS1
HuMAP2_05912,3,Q9H2H8 P40926,PPIL3 MDH2
HuMAP2_05913,3,P10768 P40925 Q00796,ESD MDH1 SORD
HuMAP2_05914,5,Q8N4N8 Q9NS23 Q13043 Q13188 Q9H4B6 Q504U0 Q6ZTQ3 P18509 Q9Y4C1 P50749,KIF2B RASSF1 STK4 STK3 SAV1 C4orf46 RASSF6 ADCYAP1 KDM3A RASSF2
HuMAP2_05915,4,Q15819 P61088 Q8IYB5,UBE2V2 UBE2N SMAP1
HuMAP2_05916,2,P54709 Q9NQC3 Q15041,ATP1B3 RTN4 ARL6IP1
HuMAP2_05917,2,P08240 Q9Y5M8,SRPRA SRPRB
HuMAP2_05918,4,P54886 P11498 P05165 P36776 Q06203 Q9NSE4,ALDH18A1 PC PCCA LONP1 PPAT IARS2
HuMAP2_05919,4,Q9Y466 Q58WW2 P63313,NR2E1 DCAF6 TMSB10
HuMAP2_05920,5,A8MZ36 Q8TBE7 Q6GPH6 P28335 Q8NC44,EVPLL SLC35G2 ITPRIPL1 HTR2C RETREG2
HuMAP2_05921,4,P53801 Q6UX04 Q99747 Q9GZP4 Q9UNK0 O15400 Q9UEU0,PTTG1IP CWC27 NAPG PITHD1 STX8 STX7 VTI1B
HuMAP2_05922,2,P33992 Q14566 P33993 P49736 P25205 P33991 Q9BTE3,MCM5 MCM6 MCM7 MCM2 MCM3 MCM4 MCMBP
HuMAP2_05923,5,P08247 Q96BS2 P62341 Q9H8X2 Q13585 Q96D96 Q9Y6X5 Q86SF2 P19634 Q8WVP7 Q8NHS3 Q9HA82 Q96K49 O75845 P04201 Q92633 Q9UBQ6 Q96N19,SYP TESC SELENOT IPPK GPR50 HVCN1 ENPP4 GALNT7 SLC9A1 LMBR1 MFSD8 CERS4 TMEM87B SC5D MAS1 LPAR1 EXTL2 GPR137
HuMAP2_05924,3,P51970 O15239,NDUFA8 NDUFA1
HuMAP2_05925,5,Q9UPT9 Q29983 Q8WUM9 P21589 P84095 Q96A54 Q9Y5Y0 Q9Y6I4 Q9BWX1,USP22 MICA SLC20A1 NT5E RHOG ADIPOR1 FLVCR1 USP3 PHF7
HuMAP2_05926,5,Q6P5S2 Q8N878 Q7L8A9 Q8N8L2 P23280 O94844 P22079 P28325 Q9UBC9 Q8N4F0 O95171,LEG1 FRMD1 VASH1 ZNF491 CA6 RHOBTB1 LPO CST5 SPRR3 BPIFB2 SCEL
HuMAP2_05927,2,Q5VWI1 O14776,TCERG1L TCERG1
HuMAP2_05928,2,P54105 Q9BQA1 O14744,CLNS1A WDR77 PRMT5
HuMAP2_05929,2,Q66K74 Q9NS23,MAP1S RASSF1
HuMAP2_05930,2,Q9NY99 P46939,SNTG2 UTRN
HuMAP2_05931,4, Q00978 Q9BU19 P42224 P52630,RPS26P11 IRF9 ZNF692 STAT1 STAT2
HuMAP2_05932,5,P49715 Q15276 Q5T5S1  P82094 Q86SX3,CEBPA RABEP1 CCDC183 RUNDC1 TMF1 TEDC1
HuMAP2_05933,5,Q9UQ84 Q9H5Z1 Q9H426 Q9BRR8 Q9BQ65 O60292 Q9NV06 O14492 Q6ZSB9 Q9BRX9 P52738,EXO1 DHX35 RIMS4 GPATCH1 USB1 SIPA1L3 DCAF13 SH2B2 ZBTB49 WDR83 ZNF140
HuMAP2_05934,2,Q9UKK9 Q96C36 P32322,NUDT5 PYCR2 PYCR1
HuMAP2_05935,4,Q8N5X7 P60842 P78344 Q14847 Q5TEJ8,EIF4E3 EIF4A1 EIF4G2 LASP1 THEMIS2
HuMAP2_05936,2,Q92572 O14617 Q9Y2T2 O00203 P53677 Q13367,AP3S1 AP3D1 AP3M1 AP3B1 AP3M2 AP3B2
HuMAP2_05937,3,Q92499 Q9Y3I0 P52272,DDX1 RTCB HNRNPM
HuMAP2_05938,4,Q96FT9 Q7Z4L5 P29597,IFT43 TTC21B TYK2
